Offspring ID	O loci typed	Known parent ID	KP loci typed	KP class	O-KP loci compared	0-KP loci mismatching	Prob. non-exclusion	Candidate parent ID	CP loci typed	O-CP loci compared	O-CP loci mismatching	O-KP-CP loci compared	O-KP-CP loci mismatching	LOD	Delta	Confidence
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1829	9	7	4	0	0	-1.10361270606517E-0001	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1921	8	6	4	0	0	-4.59001362323761E-0001	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1925	6	6	2	0	0	-9.02441978454590E-0001	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1928	9	7	4	0	0	-1.39122772216797E+0000	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1931	9	7	4	0	0	-1.40429556369781E+0000	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1924	7	7	4	0	0	-2.13460469245911E+0000	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1847	9	7	5	0	0	-2.14626049995422E+0000	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	359	8	7	5	0	0	-2.50118327140808E+0000	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1927	9	7	5	0	0	-3.27096080780029E+0000	 0.00000000000000E+0000	
R_2T	7		0	Untyped	0	0	 2.16878994251601E-0004	1926	9	7	5	0	0	-5.28549909591675E+0000	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1847	9	8	4	0	0	-2.69407451152802E-0001	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	359	8	7	3	0	0	-6.94810926914215E-0001	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1928	9	8	3	0	0	-1.35667371749878E+0000	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1927	9	8	4	0	0	-2.17247080802917E+0000	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1925	6	6	2	0	0	-2.56341648101807E+0000	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1924	7	7	3	0	0	-4.09612607955933E+0000	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1931	9	8	6	0	0	-6.92073583602905E+0000	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1829	9	8	6	0	0	-7.29218816757202E+0000	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1921	8	7	6	0	0	-7.64082860946655E+0000	 0.00000000000000E+0000	
R_1E	8		0	Untyped	0	0	 4.96991502586752E-0004	1926	9	8	6	0	0	-8.10009574890137E+0000	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1931	9	5	2	0	0	 1.38512015342712E+0000	 6.43344640731812E-0001	-
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1829	9	5	2	0	0	 7.41775512695313E-0001	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1921	8	4	2	0	0	 3.05759847164154E-0001	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1925	6	5	2	0	0	 1.53931647539139E-0001	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1847	9	5	3	0	0	-8.66925954818726E-0001	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1928	9	5	2	0	0	-1.27088332176208E+0000	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	359	8	5	3	0	0	-2.07848501205444E+0000	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1927	9	5	3	0	0	-2.24849128723145E+0000	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1924	7	5	2	0	0	-2.48723840713501E+0000	 0.00000000000000E+0000	
R_2E	5		0	Untyped	0	0	 1.25874755904078E-0002	1926	9	5	3	0	0	-2.80738544464111E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1924	7	6	1	0	0	 1.23532712459564E+0000	 1.23532712459564E+0000	-
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	359	8	6	3	0	0	-1.07448840141296E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1847	9	6	3	0	0	-1.55028057098389E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1921	8	5	3	0	0	-2.34345269203186E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1927	9	6	3	0	0	-2.35444569587708E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1829	9	6	3	0	0	-2.65676498413086E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1925	6	6	2	0	0	-3.65276551246643E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1928	9	6	3	0	0	-3.94123673439026E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1931	9	6	3	0	0	-3.95069932937622E+0000	 0.00000000000000E+0000	
CG_1T	6		0	Untyped	0	0	 2.79010403901339E-0002	1926	9	6	3	0	0	-4.50444650650024E+0000	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	359	8	6	3	0	0	 6.05325460433960E-0001	 1.00426852703094E-0001	-
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1928	9	6	2	0	0	 5.04898607730865E-0001	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1847	9	6	3	0	0	 4.80587750673294E-0001	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1927	9	6	3	0	0	 6.40470767393708E-0003	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1924	7	6	2	0	0	-7.72628068923950E-0001	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1925	6	5	1	0	0	-1.01141083240509E+0000	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1926	9	6	3	0	0	-1.09990775585175E+0000	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1931	9	6	4	0	0	-2.24890112876892E+0000	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1921	8	5	4	0	0	-2.69903016090393E+0000	 0.00000000000000E+0000	
CG_2T	6		0	Untyped	0	0	 4.70670918002725E-0003	1829	9	6	4	0	0	-2.89414405822754E+0000	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1925	6	5	1	0	0	-1.59199953079224E-0001	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	359	8	6	2	0	0	-7.06917762756348E-0001	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1931	9	7	3	0	0	-9.90937709808350E-0001	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1921	8	6	3	0	0	-1.04907834529877E+0000	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1926	9	7	3	0	0	-1.08875870704651E+0000	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1927	9	7	3	0	0	-1.09504711627960E+0000	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1924	7	6	3	0	0	-1.30837702751160E+0000	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1829	9	7	3	0	0	-1.36239039897919E+0000	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1928	9	7	3	0	0	-2.51824212074280E+0000	 0.00000000000000E+0000	
CG_1E	7		0	Untyped	0	0	 6.42013410106301E-0003	1847	9	7	5	0	0	-3.43806886672974E+0000	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1928	9	5	1	0	0	 1.50702893733978E-0001	 1.50702893733978E-0001	-
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	359	8	5	2	0	0	-2.12099730968475E-0001	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1847	9	5	2	0	0	-3.81727367639542E-0001	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1924	7	5	1	0	0	-3.96773278713226E-0001	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1925	6	5	1	0	0	-6.15921914577484E-0001	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1931	9	5	2	0	0	-9.05792057514191E-0001	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1921	8	4	2	0	0	-1.26936089992523E+0000	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1829	9	5	2	0	0	-1.54588294029236E+0000	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1926	9	5	2	0	0	-1.74713051319122E+0000	 0.00000000000000E+0000	
CG_2E	5		0	Untyped	0	0	 4.22510467469692E-0002	1927	9	5	3	0	0	-3.12322831153870E+0000	 0.00000000000000E+0000	
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	1926	9	4	0	0	0	 1.26701807975769E+0000	 3.15769135951996E-0001	-
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	1925	6	4	1	0	0	 9.51248943805695E-0001	 0.00000000000000E+0000	
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	1921	8	4	2	0	0	 7.85919427871704E-0001	 0.00000000000000E+0000	
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	1829	9	4	2	0	0	 7.57195115089416E-0001	 0.00000000000000E+0000	
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	1931	9	4	2	0	0	 7.46581673622131E-0001	 0.00000000000000E+0000	
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	1924	7	4	2	0	0	-3.79882939159870E-0002	 0.00000000000000E+0000	
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	1927	9	4	2	0	0	-2.48025760054588E-0001	 0.00000000000000E+0000	
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	359	8	4	3	0	0	-1.35906302928925E+0000	 0.00000000000000E+0000	
CGC_1T	4		0	Untyped	0	0	 3.74181196093559E-0002	1847	9	4	3	0	0	-1.82450723648071E+0000	 0.00000000000000E+0000	
