CL	776	129	129	192	194	244	246	102	102	173	173	231	231	97	101	132	136	198	198	221	221	257	257
CL	777	121	121	176	204	244	246	110	112	145	167	231	235	97	97	138	144	194	198	221	221	255	259
CL	780	117	119	176	206	244	244	116	142	161	183	235	235	93	97	132	146	198	200	221	221	257	291
CL	877	119	127	194	206	244	246	104	110	183	187	231	235	93	97	132	146	194	198	228	228	257	257
CL	879	119	127	176	206	246	246	106	110	183	183	231	235	97	97	142	148	198	198	228	228	283	295
CL	880	119	119	176	206	244	246	106	110	183	183	235	235	93	97	132	132	194	198	228	228	251	295
CL	883	117	119	176	206	244	246	112	142	183	183	231	235	93	95	132	134	194	198	221	228	257	269
CL	884	119	127	176	206	244	244	106	142	183	183	235	235	93	97	132	136	198	198	221	221	257	283
CL	885	117	119	206	206	244	246	110	124	161	173	235	235	93	93	132	132	194	194	226	228	257	263
CL	887	109	119	176	206	246	246	104	142	161	187	235	235	95	97	132	132	194	198	226	228	257	263
CL	889	119	119	176	176	244	246	106	106	183	183	235	235	97	97	132	132	198	198	221	228	257	295
CL	890	119	121	176	206	244	246	106	142	173	183	231	235	93	97	132	144	196	198	228	228	251	263
CL	891	119	119	176	206	244	244	106	110	161	183	231	235	93	97	132	132	194	198	221	228	251	257
CL	892	119	121	178	206	244	246	110	142	161	167	231	231	93	95	132	136	194	198	221	221	251	273
CL	CL3	119	119	176	190	244	244	104	106	161	173	231	235	93	95	132	148	194	200	226	226	259	259
CL	CL6	113	113	176	176	244	246	104	124	173	173	231	235	97	101	134	146	196	198	226	228	271	285
CL	CL778	119	125	176	176	246	246	124	124	185	185	231	231	93	93	134	148	194	198	221	221	257	257
CL	CL876	119	127	176	176	244	244	106	106	183	183	235	235	97	101	136	136	198	198	221	221	257	257
CL	CL878	119	127	176	176	244	246	106	106	183	183	235	235	97	97	132	132	198	198	221	228	295	295
CL	CL886	119	127	178	206	244	244	106	142	167	183	231	235	93	101	118	146	198	198	221	221	257	283
CL	CL888	119	127	176	206	244	246	106	142	161	183	235	235	93	101	118	136	198	198	221	221	257	257
CL	NM1	119	119	194	194	246	246	104	104	153	153	235	235	93	97	136	136	198	198	221	221	269	283
CL	NM2	117	119	206	206	244	246	106	142	161	185	231	235	93	95	118	134	194	198	221	226	257	269
CL	NM3	127	127	176	178	244	244	106	106	183	183	235	235	97	97	136	136	198	198	221	221	257	283
CM	701	109	119	178	178	244	246	102	102	173	173	231	231	97	97	132	132	198	198	222	226	283	283
CM	702	121	127	178	194	244	244	102	102	161	175	231	231	97	97	132	132	198	198	221	226	259	271
CM	703	121	127	178	194	244	244	102	102	175	175	231	231	97	97	132	132	198	198	226	226	259	259
CM	704	109	109	176	178	244	246	102	102	173	175	231	231	97	97	132	132	198	198	226	226	281	281
CM	705	109	119	176	178	244	246	102	104	173	175	231	231	97	97	132	132	198	198	222	226	281	283
CM	706	109	119	176	178	246	246	102	102	173	173	231	231	97	97	132	132	198	198	222	226	281	283
CM	707	109	109	178	178	244	244	102	104	173	175	231	231	97	97	132	132	198	198	222	226	281	283
CM	708	109	109	176	178	244	246	102	104	175	175	231	231	97	97	132	132	198	198	222	226	281	283
CM	709	121	121	178	178	244	244	102	102	161	175	231	231	97	97	132	146	198	198	226	226	259	271
CM	711	109	119	178	192	246	246	102	102	161	177	231	231	97	97	132	144	198	198	221	221	271	273
CM	712	117	119	178	194	246	246	102	106	143	185	231	231	93	93	132	144	198	198	221	226	269	271
CM	715	109	119	178	178	244	246	104	104	175	175	231	231	97	97	132	132	198	198	222	226	281	283
CM	CM710	109	127	178	178	244	246	102	106	177	185	231	231	93	95	132	144	194	198	221	226	257	273
CM	CM713	117	119	178	204	244	246	102	106	161	167	231	231	93	97	132	144	198	198	221	221	251	273
CM	CMNM1	121	127	178	178	244	246	102	102	175	175	231	231	97	97	146	146	198	198	221	226	271	271
CT	CT1	119	119	204	204	244	246	104	104	175	175	235	235	97	97	144	144	198	198	226	226	249	249
CT	CT10	117	117	204	206	244	246	104	104	175	175	231	231	97	97	144	146	198	198	226	228	249	249
CT	CT4	117	119	204	206	244	246	104	106	143	175	231	235	97	97	144	146	198	198	226	228	249	249
CT	CT6	117	117	204	204	244	244	106	106	175	175	235	235	97	97	134	146	200	200	226	226	249	249
CT	CT7	117	117	204	204	244	244	106	106	175	175	235	235	97	97	146	146	200	200	226	226	249	249
CT	CT8	119	119	204	206	246	246	104	106	143	175	231	231	97	97	144	144	198	198	226	228	249	249
CT	CT9	119	119	204	206	246	246	106	106	143	175	231	235	97	97	144	146	198	198	226	228	249	249
CT	CTNM1	119	119	204	206	244	246	104	106	143	175	231	235	97	97	144	146	198	198	226	228	249	249
CT	CTNM3	117	117	204	204	244	244	106	106	175	175	235	235	97	97	146	146	200	200	226	226	249	249
CT	CTNM4	117	119	204	206	244	246	104	106	175	175	231	231	97	97	144	144	198	198	226	228	249	249
CT	CTNM5	117	117	204	204	244	244	106	106	175	175	235	235	97	97	146	146	200	200	226	226	249	249
CT	CTNM6	117	117	204	204	244	244	106	106	175	175	235	235	97	97	146	146	200	200	226	226	249	249
CT	CTNM7	119	119	204	204	244	246	104	104	143	143	231	231	97	97	144	146	198	198	226	228	249	249
CT	CTNM8	119	119	204	204	244	246	102	106	143	171	233	235	97	97	146	146	194	198	221	226	249	261
NC	357	119	121	178	192	244	246	106	142	173	183	231	235	93	95	132	146	198	200	221	228	249	251
NC	358	119	119	178	194	244	246	104	104	173	173	231	231	93	97	134	146	194	200	221	222	283	283
NC	359	119	121	194	194	244	246	122	124	183	183	235	235	93	95	142	148	198	200	222	228	257	297
NC	360	119	119	178	194	246	246	104	142	161	173	231	235	95	97	134	142	194	200	221	226	283	295
NC	361	117	119	178	194	244	246	102	142	167	183	231	235	93	93	142	142	194	194	221	222	283	283
NC	362	119	119	178	194	244	246	104	104	167	183	231	235	93	93	142	146	194	198	222	222	283	295
NC	364	117	119	194	194	244	246	104	142	145	161	231	231	95	97	134	142	194	198	222	226	261	295
NC	365	117	119	176	194	244	244	104	104	173	183	231	231	93	97	142	148	198	198	222	226	257	295
NC	367	119	121	186	194	246	246	104	122	183	183	231	235	95	95	134	136	198	198	221	222	283	295
NC	369	117	117	178	204	244	246	104	106	183	183	231	231	93	95	132	142	198	198	222	228	271	295
NC	370	119	127	178	194	244	246	104	104	167	183	231	231	93	97	142	146	198	198	222	222	271	283
NC	372	117	119	178	194	244	246	104	142	145	183	231	231	93	97	142	146	194	198	222	222	283	295
NC	373	117	119	194	206	244	244	104	104	183	187	231	235	95	97	132	146	194	198	221	222	271	283
NC	375	117	117	178	204	244	246	104	104	183	183	231	231	93	93	142	142	198	198	221	221	283	283
NC	377	117	119	178	178	246	246	104	142	145	183	231	235	93	97	142	146	194	194	222	222	287	295
NC	378	119	119	178	178	244	246	102	104	167	169	231	231	93	95	142	142	198	198	222	222	271	287
NC	379	119	121	186	194	246	246	104	122	145	183	231	235	95	97	134	146	194	200	221	222	283	295
NC	380	117	119	178	204	244	246	104	104	169	183	231	231	93	93	134	142	194	198	221	226	271	271
NC	382	119	119	178	190	244	244	104	124	173	173	231	231	97	97	146	146	198	198	221	221	289	289
NC	383	119	119	178	190	244	246	104	124	169	173	231	231	95	97	142	142	198	198	221	222	271	283
